ITEMBMBR,itemdesc,COSTO_ACT,ULTIMO_COSTO,MODIFDT,ITMCLSCD,PORCENTAJE,METODO_PRECIO,UOFM,QTYBSUOM,PRECIO_UC,PRECIO_CA,PVP,USCATVLS_4
LAB0465,PCR EN TIEMPO REAL PARA BACTERIAS RESPIRATORIAS (PCRTRBR),"0,00",,,LABO       ,"1,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1,00",Laboratori 
LAB0465,PCR EN TIEMPO REAL PARA BACTERIAS RESPIRATORIAS (PCRTRBR),"0,00",,,LABO       ,"9.310,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","9.310,00",Laboratori 
LAB0498,PROTEINA S,"0,00",,,LABO       ,"1,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1,00",Laboratori 
LAB0498,PROTEINA S,"0,00",,,LABO       ,"1.250,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.250,00",Laboratori 
LAB0499,FIBRINOGENO,"0,00",,,LABO       ,"1,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1,00",Laboratori 
LAB0499,FIBRINOGENO,"0,00",,,LABO       ,"120,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","120,00",Laboratori 
LAB0499,FIBRINOGENO,"0,00",,,LABO       ,"283,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","283,00",Laboratori 
LAB0499,FIBRINOGENO,"0,00",,,LABO       ,"2.560,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","2.560,00",Laboratori 
LAB0500,CULTIVO DE HONGOS,"0,00",,,LABO       ,"0,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","0,00",Laboratori 
LAB0500,CULTIVO DE HONGOS,"0,00",,,LABO       ,"350,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","700,00",Laboratori 
LAB0500,CULTIVO DE HONGOS,"0,00",,,LABO       ,"5.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","5.000,00",Laboratori 
LAB0501,ANTICUERPOS ANTIFOSFOLIPIDOS,"0,00",,,LABO       ,"302,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","604,00",Laboratori 
LAB0501,ANTICUERPOS ANTIFOSFOLIPIDOS,"0,00",,,LABO       ,"675,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","675,00",Laboratori 
LAB0501,ANTICUERPOS ANTIFOSFOLIPIDOS,"0,00",,,LABO       ,"960,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","960,00",Laboratori 
LAB0502,COLESTEROL HDL,"0,00",,,LABO       ,"100,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","200,00",Laboratori 
LAB0502,COLESTEROL HDL,"0,00",,,LABO       ,"5.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","5.000,00",Laboratori 
LAB0503,COLESTEROL LDL,"0,00",,,LABO       ,"100,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","200,00",Laboratori 
LAB0504,COLESTEROL VLDL,"0,00",,,LABO       ,"100,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","200,00",Laboratori 
LAB0505,DEAMINAMIDASA LIQUIDO PLEURAL,"0,00",,,LABO       ,"873,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","873,00",Laboratori 
LAB0505,DEAMINAMIDASA LIQUIDO PLEURAL,"0,00",,,LABO       ,"9.600,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","9.600,00",Laboratori 
LAB0506,PCR PARA TBC LIQUIDO PLEURAL,"0,00",,,LABO       ,"1,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1,00",Laboratori 
LAB0506,PCR PARA TBC LIQUIDO PLEURAL,"0,00",,,LABO       ,"2.820,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","2.820,00",Laboratori 
LAB0506,PCR PARA TBC LIQUIDO PLEURAL,"0,00",,,LABO       ,"3.800,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","3.800,00",Laboratori 
LAB0507,MYCOPLASMA PNEUMONIAE IGM PARA LIQUIDO CEFALORAQUIDEO,"0,00",,,LABO       ,"232,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","232,00",Laboratori 
LAB0507,MYCOPLASMA PNEUMONIAE IGM PARA LIQUIDO CEFALORAQUIDEO,"0,00",,,LABO       ,"3.035,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","3.035,00",Laboratori 
LAB0507,MYCOPLASMA PNEUMONIAE IGM PARA LIQUIDO CEFALORAQUIDEO,"0,00",,,LABO       ,"4.800,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","4.800,00",Laboratori 
LAB0517,TOXOPLASMA IGM PARA LIQUIDO CEFALO RAQUIDEO,"0,00",,,LABO       ,"232,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","232,00",Laboratori 
LAB0518,TOXOPLASMA IGG PARA LIQUIDO CEFALO RADIQUEO,"0,00",,,LABO       ,"232,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","232,00",Laboratori 
LAB0519,PHADEBACT PARA LIQUIDO CEFALORAQUIDEO,"0,00",,,LABO       ,"232,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","232,00",Laboratori 
LAB0519,PHADEBACT PARA LIQUIDO CEFALORAQUIDEO,"0,00",,,LABO       ,"850,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","850,00",Laboratori 
LAB0520,DETECCION DE INFLUENZA A,"0,00",,,LABO       ,"232,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","464,00",Laboratori 
LAB0521,DETECCION DE INFLUENZA B,"0,00",,,LABO       ,"232,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","464,00",Laboratori 
LAB0522,ANTICUERPOS ANTI-ANTIGENO DE LA SUPERFICIE B,"0,00",,,LABO       ,"160.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","320.000,00",Laboratori 
LAB0523,PCR PARA EPSTEIN BARR,"0,00",,,LABO       ,"1.450,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","4.350,00",Laboratori 
LAB0524,ANTICUERPOS ANTI SSA,"0,00",,,LABO       ,"630,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.260,00",Laboratori 
LAB0525,ANTICUERPOS ANTI SSB,"0,00",,,LABO       ,"630,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.260,00",Laboratori 
LAB0526,ANTICUERPOS ANTI SCL70,"0,00",,,LABO       ,"630,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.260,00",Laboratori 
LAB0527,PCR PARA TOXOPLASMA GONDII,"0,00",,,LABO       ,"1,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1,00",Laboratori 
LAB0527,PCR PARA TOXOPLASMA GONDII,"0,00",,,LABO       ,"3.500,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","3.500,00",Laboratori 
LAB0528,ADENOVIRUS / ROTAVIRUS,"0,00",,,LABO       ,"620.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.240.000,00",Laboratori 
LAB0529,NIVELES DE MERCURIO,"0,00",,,LABO       ,"480,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","960,00",Laboratori 
LAB0529,NIVELES DE MERCURIO,"0,00",,,LABO       ,"520,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","520,00",Laboratori 
LAB0530,LACTATO,"0,00",,,LABO       ,"254,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","508,00",Laboratori 
LAB0531,RAST ALERGICO MIXTO II (INHALANTE),"0,00",,,LABO       ,"11.500,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","23.000,00",Laboratori 
LAB0532,H.I.V. WESTERN BLOT,"0,00",,,LABO       ,"1,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1,00",Laboratori 
LAB0532,H.I.V. WESTERN BLOT,"0,00",,,LABO       ,"6.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","6.000,00",Laboratori 
LAB0533,CHIKUNGUNYA IGG,"0,00",,,LABO       ,"750,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.500,00",Laboratori 
LAB0533,CHIKUNGUNYA IGG,"0,00",,,LABO       ,"4.900,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","4.900,00",Laboratori 
LAB0534,CHIKUNGUNYA IGM,"0,00",,,LABO       ,"750,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.500,00",Laboratori 
LAB0534,CHIKUNGUNYA IGM,"0,00",,,LABO       ,"5.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","5.000,00",Laboratori 
LAB0535,SERVICIO DE PREPARACION DE PACIENTE Y PROTOCOLO PARA REALIZACION DE ESTUDIO - KIT BASICO,"0,00",,,SPP        ,"56.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","112.000,00",Laboratori 
LAB0536,SERVICIO DE PREPARACION DE PACIENTE Y PROTOCOLO PARA REALIZACION DE ESTUDO - KIT QUIMICA Y OE,"0,00",,,SPP        ,"54.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","108.000,00",Laboratori 
LAB0537,SERVICIO DE PREPARACION DE PACIENTE Y PROTOCOLO PARA REALIZACION DE ESTUDO - KIT HEMATOLOGIA Y OE,"0,00",,,SPP        ,"54.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","108.000,00",Laboratori 
LAB0538,SERVICIO DE PREPARACION DE PACIENTE Y PROTOCOLO PARA REALIZACION DE ESTUDO - KIT COAGULACION  Y OE,"0,00",,,SPP        ,"54.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","108.000,00",Laboratori 
LAB0539,SERVICIO DE PREPARACION DE PACIENTE Y PROTOCOLO PARA REALIZACION DE ESTUDO - KIT UROANALISIS,"0,00",,,SPP        ,"12.100,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","24.200,00",Laboratori 
LAB0540,SERVICIO DE PREPARACION DE PACIENTE Y PROTOCOLO PARA REALIZACION DE ESTUDIO - KIT COPROANALISIS,"0,00",,,SPP        ,"9.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","18.000,00",Laboratori 
LAB0541,ANTICUERPOS ANTI-ADN,"0,00",,,LABO       ,"1,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1,00",Laboratori 
LAB0541,ANTICUERPOS ANTI-ADN,"0,00",,,LABO       ,"1.500,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.500,00",Laboratori 
LAB0542,MANEJO DE DESECHOS HOSPITALARIOS LAB,"0,00",,,LABO       ,"1.800,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.800,00",Laboratori 
LAB0544,TINCION DE KINYOUN,"0,00",,,LABO       ,"140,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","280,00",Laboratori 
LAB0545,MIELOCULTIVO,"0,00",,,LABO       ,"0,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","0,00",Laboratori 
LAB0545,MIELOCULTIVO,"0,00",,,LABO       ,"850,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","850,00",Laboratori 
LAB0546,ANTI ADN x CRITHIDIA LUCILIAE (IFI),"0,00",,,LABO       ,"0,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","0,00",Laboratori 
LAB0546,ANTI ADN x CRITHIDIA LUCILIAE (IFI),"0,00",,,LABO       ,"1.450,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.450,00",Laboratori 
LAB0547,ALBUMINA SERICA,"0,00",,,LABO       ,"100,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","200,00",Laboratori 
LAB0548,HORMONAS TRASNPORTADORAS DE HORMONAS SEXUALES (SHBG),"0,00",,,LABO       ,"583,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.166,00",Laboratori 
LAB0550,SERVICIO DE PREPARACION DE PACIENTE Y PROTOCOLO PARA REALIZACION DE ESTUDIO PERFIL PRE-OPERATORIO,"0,00",,,SPP        ,"230.100,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","460.200,00",Laboratori 
LAB0551,PROTEINAS TOTALES Y FRACCIONADAS EN LCR,"0,00",,,LABO       ,"600,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","600,00",Laboratori 
LAB0552,VDRL EN LCR,"0,00",,,LABO       ,"600,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","600,00",Laboratori 
LAB0553,17-OH PROGESTERONA - REACTIVO,"0,00",,,LABO       ,"235,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","470,00",Laboratori 
LAB0554,ACIDO FOLICO - REACTIVO,"0,00",,,LABO       ,"178.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","356.000,00",Laboratori 
LAB0555,ACIDO URICO EN ORINA 24H - REACTIVO,"0,00",,,LABO       ,"215.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","430.000,00",Laboratori 
LAB0556,ACIDO URICO EN ORINA PARCIAL - REACTIVO,"0,00",,,LABO       ,"215.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","430.000,00",Laboratori 
LAB0557,ACIDO URICO SERICO - REACTIVO,"0,00",,,LABO       ,"215.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","430.000,00",Laboratori 
LAB0558,ACIDO VALPROICO - REACTIVO,"0,00",,,LABO       ,"53.400,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","106.800,00",Laboratori 
LAB0559,ALBUMINOMETRIA EN ORINA (24H) - REACTIVO,"0,00",,,LABO       ,"80.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","160.000,00",Laboratori 
LAB0560,ALBUMINOMETRIA EN ORINA PARCIAL - REACTIVO,"0,00",,,LABO       ,"80.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","160.000,00",Laboratori 
LAB0561,ALDOSTERONA - REACTIVO,"0,00",,,LABO       ,"176,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","352,00",Laboratori 
LAB0562,ALFAFETOPROTEINAS (AFP) - REACTIVO,"0,00",,,LABO       ,"752.050,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.504.100,00",Laboratori 
LAB0563,AMILASA EN ORINA DE 24H - REACTIVO,"0,00",,,LABO       ,"381.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","762.000,00",Laboratori 
LAB0564,AMILASA EN ORINA PARCIAL - REACTIVO,"0,00",,,LABO       ,"381.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","762.000,00",Laboratori 
LAB0565,AMILASA SERICA - REACTIVO,"0,00",,,LABO       ,"381.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","762.000,00",Laboratori 
LAB0566,ANDROSTENEDIONA - REACTIVO,"0,00",,,LABO       ,"235,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","470,00",Laboratori 
LAB0567,ANTI-CORE IGM HEPATITIS B - REACTIVO,"0,00",,,LABO       ,"360.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","720.000,00",Laboratori 
LAB0568,ANTI-CORE TOTAL HEPATITIS B - REACTIVO,"0,00",,,LABO       ,"172.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","344.000,00",Laboratori 
LAB0569,ANTICUERPOS ANTI-MICROSOMAL (TPO) - REACTIVO,"0,00",,,LABO       ,"1.280.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","2.560.000,00",Laboratori 
LAB0570,ANTICUERPOS ANTINUCLEARES (ANA) - REACTIVO,"0,00",,,LABO       ,"235,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","470,00",Laboratori 
LAB0571,ANTICUERPOS ANTI-TIROGLOBULINA (TGB) - REACTIVO,"0,00",,,LABO       ,"1.305.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","2.610.000,00",Laboratori 
LAB0572,ANTIESTREPTOLISINA O (ASTO) - REACTIVO,"0,00",,,LABO       ,"640.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.280.000,00",Laboratori 
LAB0573,ANTIGENO CARCIOEMBRIONARIO (CEA) - REACTIVO,"0,00",,,LABO       ,"975.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.950.000,00",Laboratori 
LAB0574,ANTIGENO DE SUPERFICIE HEPATITIS B - REACTIVO,"0,00",,,LABO       ,"111.500,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","223.000,00",Laboratori 
LAB0575,AZUCARES REDUCTORES - REACTIVO,"0,00",,,LABO       ,"60.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","120.000,00",Laboratori 
LAB0576,BILIRRUBINA TOTAL Y FRACCIONADA - REACTIVO,"0,00",,,LABO       ,"595.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.190.000,00",Laboratori 
LAB0577,CA 125 - REACTIVO,"0,00",,,LABO       ,"752.050,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.504.100,00",Laboratori 
LAB0578,CA 15-3 - REACTIVO,"0,00",,,LABO       ,"868.284,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.736.568,00",Laboratori 
LAB0579,CA 19-9 - REACTIVO,"0,00",,,LABO       ,"752.050,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.504.100,00",Laboratori 
LAB0580,CALCIO EN ORINA DE 24 H - REACTIVO,"0,00",,,LABO       ,"630.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.260.000,00",Laboratori 
LAB0581,CALCIO EN ORINA PARCIAL - REACTIVO,"0,00",,,LABO       ,"630.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.260.000,00",Laboratori 
LAB0582,CALCIO SERICO - REACTIVO,"0,00",,,LABO       ,"630.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.260.000,00",Laboratori 
LAB0583,CARBAMAZEPINA (TEGRETOL) - REACTIVO,"0,00",,,LABO       ,"53.400,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","106.800,00",Laboratori 
LAB0584,CELULAS LE - REACTIVO,"0,00",,,LABO       ,"235,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","470,00",Laboratori 
LAB0585,CITOMEGALOVIRUS IGG - REACTIVO,"0,00",,,LABO       ,"186.900,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","373.800,00",Laboratori 
LAB0586,CITOMEGALOVIRUS IGM - REACTIVO,"0,00",,,LABO       ,"186.900,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","373.800,00",Laboratori 
LAB0587,CK TOTAL - REACTIVO,"0,00",,,LABO       ,"523.142,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.046.284,00",Laboratori 
LAB0588,CK-MB - REACTIVO,"0,00",,,LABO       ,"1.230.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","2.460.000,00",Laboratori 
LAB0589,CLORO - REACTIVO,"0,00",,,LABO       ,"200.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","400.000,00",Laboratori 
LAB0590,CLORO EN ORINA DE 24H - REACTIVO,"0,00",,,LABO       ,"200.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","400.000,00",Laboratori 
LAB0591,CLORO EN ORINA PARCIAL - REACTIVO,"0,00",,,LABO       ,"200.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","400.000,00",Laboratori 
LAB0592,COCAINA - REACTIVO,"0,00",,,LABO       ,"706.500,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.413.000,00",Laboratori 
LAB0593,COLESTEROL TOTAL - REACTIVO,"0,00",,,LABO       ,"165.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","330.000,00",Laboratori 
LAB0594,COMPLEMENTO C3 - REACTIVO,"0,00",,,LABO       ,"13.350,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","26.700,00",Laboratori 
LAB0595,COMPLEMENTO C4 - REACTIVO,"0,00",,,LABO       ,"41.029,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","82.058,00",Laboratori 
LAB0596,CONTAJE DE LEUCOCITOS Y PLAQUETAS - REACTIVO,"0,00",,,LABO       ,"100.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","200.000,00",Laboratori 
LAB0597,CONTAJE DE RETICULOCITOS - REACTIVO,"0,00",,,LABO       ,"17.800,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","35.600,00",Laboratori 
LAB0598,CONTAJE PLAQUETAS - REACTIVO,"0,00",,,LABO       ,"100.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","200.000,00",Laboratori 
LAB0599,CORTISOL 4 PM EN SUERO - REACTIVO,"0,00",,,LABO       ,"106.800,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","213.600,00",Laboratori 
LAB0600,CORTISOL 8 AM EN SUERO - REACTIVO,"0,00",,,LABO       ,"106.800,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","213.600,00",Laboratori 
LAB0601,CREATININA - REACTIVO,"0,00",,,LABO       ,"387.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","774.000,00",Laboratori 
LAB0602,CREATININA EN ORINA 24H - REACTIVO,"0,00",,,LABO       ,"387.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","774.000,00",Laboratori 
LAB0603,CREATININA EN ORINA PARCIAL - REACTIVO,"0,00",,,LABO       ,"387.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","774.000,00",Laboratori 
LAB0604,DEPURACION DE CREATININA (ORINA 24H) - REACTIVO,"0,00",,,LABO       ,"908.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.816.000,00",Laboratori 
LAB0605,DESHIDROGENASA LACTICA (LDH) - REACTIVO,"0,00",,,LABO       ,"383.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","766.000,00",Laboratori 
LAB0606,DIGOXINA - REACTIVO,"0,00",,,LABO       ,"178.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","356.000,00",Laboratori 
LAB0607,DIMERO D - REACTIVO,"0,00",,,LABO       ,"3.850.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","7.700.000,00",Laboratori 
LAB0608,EOSINOFILOS EN MOCO NASAL - REACTIVO,"0,00",,,LABO       ,"14.240,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","28.480,00",Laboratori 
LAB0609,EOSINOFILOS EN SANGRE - REACTIVO,"0,00",,,LABO       ,"14.240,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","28.480,00",Laboratori 
LAB0610,EPSTEIN BARR IGG - REACTIVO,"0,00",,,LABO       ,"266.466,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","532.932,00",Laboratori 
LAB0611,ESTRADIOL - REACTIVO,"0,00",,,LABO       ,"804.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.608.000,00",Laboratori 
LAB0612,EXAMEN DE HECES - REACTIVO,"0,00",,,LABO       ,"60.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","120.000,00",Laboratori 
LAB0613,EXAMEN ORINA COMPLETA - REACTIVO,"0,00",,,LABO       ,"80.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","160.000,00",Laboratori 
LAB0614,F.S.H - REACTIVO,"0,00",,,LABO       ,"646.500,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.293.000,00",Laboratori 
LAB0615,FACTOR REMATOIDEO CUANTIFICADO (RA TEST) - REACTIVO,"0,00",,,LABO       ,"28.480,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","56.960,00",Laboratori 
LAB0616,FACTOR REUMATOIDE (RA TEST) - REACTIVO,"0,00",,,LABO       ,"21.360,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","42.720,00",Laboratori 
LAB0617,FENITOINA (EPAMIN) - REACTIVO,"0,00",,,LABO       ,"53.400,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","106.800,00",Laboratori 
LAB0618,FERRITINA - REACTIVO,"0,00",,,LABO       ,"178.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","356.000,00",Laboratori 
LAB0619,FIBRINOGENO PLASMATICO - REACTIVO,"0,00",,,LABO       ,"17.800,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","35.600,00",Laboratori 
LAB0620,FOSFATASA ALCALINA - REACTIVO,"0,00",,,LABO       ,"232.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","464.000,00",Laboratori 
LAB0621,FOSFORO EN ORINA DE 24H - REACTIVO,"0,00",,,LABO       ,"170.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","340.000,00",Laboratori 
LAB0622,FOSFORO EN ORINA PARCIAL - REACTIVO,"0,00",,,LABO       ,"170.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","340.000,00",Laboratori 
LAB0623,FOSFORO SERICO - REACTIVO,"0,00",,,LABO       ,"170.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","340.000,00",Laboratori 
LAB0624,FROTIS EN SANGRE PERIFERICA - REACTIVO,"0,00",,,LABO       ,"142.400,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","284.800,00",Laboratori 
LAB0625,GAMMA GLUTAMIL TRANSFERASA (GGT) - REACTIVO,"0,00",,,LABO       ,"681.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.362.000,00",Laboratori 
LAB0626,GLICEMIA BASAL - REACTIVO,"0,00",,,LABO       ,"215.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","430.000,00",Laboratori 
LAB0627,GONADOTROFINA CORIONICA CUALITATIVA - REACTIVO,"0,00",,,LABO       ,"129.406,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","258.812,00",Laboratori 
LAB0628,GONADOTROFINA CORIONICA CUANTITATIVA - REACTIVO,"0,00",,,LABO       ,"580.280,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","1.160.560,00",Laboratori 
LAB0629,GRASAS (SUDAN II) - REACTIVO,"0,00",,,LABO       ,"60.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","120.000,00",Laboratori 
LAB0630,HEMATOLOGIA COMPLETA - REACTIVO,"0,00",,,LABO       ,"100.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","200.000,00",Laboratori 
LAB0631,HEMOGLOBINA - HEMATOCRITO - REACTIVO,"0,00",,,LABO       ,"100.000,00",MONTO MONETARIO,UNISERV  ,"1,00000",,"0,00","200.000,00",Laboratori 
