CODIGO;DESCRIPCION;Present.;PRECIO
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0143 RECONSTRUCCION DE CEJAS COLGAJO DE VELLO DE ISLA;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0144.1 PTOSIS PALPEBRAL: (UNILATERAL SI SON AMBOS LADOS SE SUMAN) MIOPLASTIA DEL ELEVADOR;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0144 PTOSIS PALPEBRAL: (UNILATERAL SI SON AMBOS LADOS SE SUMAN) MIOPLASTIA DEL ELEVADOR;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0145 PTOSIS PALPEBRAL: (UNILATERAL SI SON AMBOS LADOS SE SUMAN) TIRA DE FASCIA;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0147 PTOSIS PALPEBRAL: (UNILATERAL SI SON AMBOS LADOS SE SUMAN) TARSORRAFIA;PUNTOS;850
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0148.1 PTOSIS PALPEBRAL: (UNILATERAL SI SON AMBOS LADOS SE SUMAN) CANTOPLASTIA P0R PARALISIS FAC;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0148 PTOSIS PALPEBRAL: (UNILATERAL SI SON AMBOS LADOS SE SUMAN) CANTOPLASTIA P0R PARALISIS FACIAL;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0149 PTOSIS PALPEBRAL: (UNILATERAL SI SON AMBOS LADOS SE SUMAN) REPARACION DE ECTROPLEN (CON O SIN;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0150 PTOSIS PALPEBRAL: (UNILATERAL SI SON AMBOS LADOS SE SUMAN) REPARACION DE ECTROPION (CON O SIN;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0151 RECONSTRUCCION DE CONDUCTO LACRIMAL RECANALIZACION (SONDAJE);PUNTOS;1.250,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0152 RECONSTRUCCION DE CONDUCTO LACRIMAL DACRIOCITORRINOSTOMIA;PUNTOS;1.250,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0153 RECONSTRUCCION DE SUELO ORBITAL MEDIANTE HUESO Y/O CARTILAGO AUTOLOGO;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0154 RECONSTRUCCION DE SUELO ORBITAL MEDIANTE LA UTILIZACION DE MATERIAL HETEROLOGO;PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0155 RECONSTRUCCION DE SUELO ORBITAL MEDIANTE LA UTILIZACION DE MATERIAL;PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0156 NARIZ RINOPLASTIA PARCIAL CON REPARACION SEPTAL;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0157 NARIZ RINOPLASTIA PARCIAL SIN REPARACION SEPTAL;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0158 NARIZ RINOPLASTIA COMPLETA SIN REPARACION SEPTAL;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0159 NARIZ RINOPLASTIA COMPLETA CON REPARACION SEPTAL;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0160 NARIZ RINOPLASTIA COMPLETA MAS INJERTO;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0161 NARIZ REVISION SECINDARIA DE RINOPLASTIA;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0162 NARIZ SEPTUMPLASTIA;PUNTOS;850
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0163 REPARACION DE ATRESIA COANAL INTRANASAL MEMBRANOSA CON O SIN INSERCION DE OBTURADOR RETENEDOR;PUNTOS;850
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0166 REPARACION DE ATRESIA COANAL INTRANASAL REPARACION DE FISTULA ORO-NASAL;PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0167 REPARACION DE ATRESIA COANAL INTRANASAL REPARACION DE FISTULA ORO-MAXILAR CON ANTROTOMIA;PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0168 REPARACION DE ATRESIA COANAL INTRANASAL REPARACION DE FISTULA ORO-MAXILAR;PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0169 REPARACION DE ATRESIA COANAL INTRANASAL RECONSTRUCCION FUNCIONAL DE LA NARIZ DERMATOPLASTIA S;PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0170 ANTROTOMIA ANTROTOMIA INTRANASAL;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0171 ANTROTOMIA ANTROTOMIA RADICAL (CALDWELL-LUC);PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0172 BARBILLA (GENIOPLASTIA) CON HUESO O CARTILAGO AUTOLOGO;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0173 BARBILLA (GENIOPLASTIA) CON HUESO O CARTILAGO HOMOLOGO;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0174 BARBILLA (GENIOPLASTIA) CON OTRO MATERIAL HETEROLOGO;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0175 BARBILLA (GENIOPLASTIA) OSTECTOMIA DEL MENTON;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0176 OREJAS OTOPLASTIA UNILATERAL P0R OREJA PROMINENTES;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0177 OREJAS OTOPLASTIA BILATERAL P0R OREJA PROMINENTES;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0178 RECONSTRUCCION AURICULAR (CLASIFIQUESE DE ACUERDO AL TIP0 DE RECONSTRUCCION QUE VA A DECIDIR ;PUNTOS;1.600,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0179 LABIOS REPARACION DE LABIOS HENDIDO UNILATERAL;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0180 LABIOS REPARACION DE LABIO HENDIDO BILATERAL;PUNTOS;1.100,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0181 LABIOS QUELOIPLASTIA (REVISION SECUNDARIA);PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0182 LABIOS ADHESION LABIAL;PUNTOS;700
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0183 LABIOS VERMILIONECTOMIA;PUNTOS;800
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0184 LABIOS EXTIRPACION PARCIAL DEL LABIO EN CU—A;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0185 LABIOS EXTIRPACION LABIAL EN V CON CIERRE DIRECTO LINEAL;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0186 LABIOS EXTIRPACION LABIAL (MAS DE UNA CUARTA PARTE) SIN REPARACION INMEDIATA MEDIANTE COLGAJO;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0187 BOCA, CARA Y CUELLO DRENAJE DE ABSCESO SUBLINGUAL O SUPERFICIAL;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0188 BOCA, CARA Y CUELLO DRENAJE DE ABSCESO PROFUNDO SUPRAMILOIDEO;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0189 BOCA, CARA Y CUELLO DRENAJE DE ANGINA DE LUDWING;PUNTOS;560
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0190 LENGUA GLOSECTOMIA PARCIAL TERCIO ANTERIOR;PUNTOS;800
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0191 LENGUA GLOSECTOMIA PARCIAL TERCIO P0STERIOR;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0192 LENGUA GLOSECTOMIA HEMIGLOSECTOMIA;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0193 LENGUA GLOSECTOMIA HEMIGLOSECTOMIA O GLOSECTOMIA TOTAL CON RESECCION RADICAL DE CUELLO HOMOLA;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0194 LENGUA GLOSECTOMIA HEMIGLOSECTOMIA O GLOSECTOMIA TOTAL + HEMIMADIBULECTOMIA + DISECCION RADIC;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0195 LENGUA GLOSECTOMIA FIJACION MECANICA DE LA LENGUA U OTRA FORMA QUE NO SEA SUTURA;PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0196 LENGUA GLOSECTOMIA SUTURA DE LA LENGUA P0R MICROGNATIA (PROCEDIMIENTO TIP0 DOUGLAS);PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0197 LENGUA GLOSECTOMIA REPARACION DE ANQUILOGLOSIA;PUNTOS;1.600,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0198 GLOSORRAFIA BAJO ANESTESIA LOCAL;PUNTOS;400
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0199 GLOSORRAFIA BAJO ANESTESIA GENERAL;PUNTOS;800
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0200 PALADAR DRENAJE DE ABSCESO DE PALADAR;PUNTOS;600
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0201 PALADAR BIOPSIA DE PALADAR;PUNTOS;400
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0202 PALADAR RESECCION PARCIAL DEL PALADAR;PUNTOS;800
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0203 PALATOPLASTIA GUARDILL;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0204 PALATOPLASTIA PUSCH BACK;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0205 PALATOPLASTIA PROCEDIMIENTO DE EXTENSION SECUNDARIA;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0206 PALATOPLASTIA COLGAJO RETROFARINGEO;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0207 CIERRE DE FISTULA PALATINA SIMPLE (COLGAJOS LOCALES);PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0208 CIERRE DE FISTULA PALATINA COMPLICADO (CON COLGAJO DE LENGUA);PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0209 GLANDULAS Y CONDUCTOS SALIVALES DRENAJE DE ABSCESO SIMPLE DE PAROTIDA;PUNTOS;400
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0210 GLANDULAS Y CONDUCTOS SALIVALES DRENAJE DE ABSCESO COMPLICADO DE PAROTIDA;PUNTOS;104
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0211 GLANDULAS Y CONDUCTOS SALIVALES DRENAJE DE ABSCESO SUMAXILAR;PUNTOS;400
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0212 GLANDULAS Y CONDUCTOS SALIVALES DRENAJE DE ABSCESO QUE AMERITA ANESTESIA GENERAL;PUNTOS;500
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0213 GLANDULAS Y CONDUCTOS SALIVALES SIALOLITOTOMIA NO COMPLICADA DE PAROTIDA O SUBMAXILAR;PUNTOS;500
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0214 GLANDULAS Y CONDUCTOS SALIVALES SIALOLITOTOMIA COMPLICADA DE PAROTIDA O SUBMAXILAR;PUNTOS;800
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0215 GLANDULAS Y CONDUCTOS SALIVALES BIOPSIA DE GLANDULA SALIVAR MEDIANTE AGUJA;PUNTOS;300
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0216 GLANDULAS Y CONDUCTOS SALIVALES BIOPSIA DE GLANDULA SALIVAR A CIELO ABIERTO;PUNTOS;600
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0217 GLANDULAS Y CONDUCTOS SALIVALES PARATIDECTOMIA SUPERFICIAL CON DISECCION DEL FACIAL;PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0218 GLANDULAS Y CONDUCTOS SALIVALES PROTIDECTOMIA TOTAL PROFUNDA CON SACRIFICIO DEL FACIAL;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0219 GLANDULAS Y CONDUCTOS SALIVALES EXTIRPACION DE GLANDULA Y/O TUMOR SUBMAXILAR;PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0220 GLANDULAS Y CONDUCTOS SALIVALES REPARACION PLASTICA DEL CONDUCTO SALIVAR (PRIMARIA);PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0221 GLANDULAS Y CONDUCTOS SALIVALES (SECUNDARIA);PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0242 ANTRO MAXILAR CALDWELL-LUC UNILATERAL;PUNTOS;182
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0245 ANTRO MAXILAR MAXILECTOMIA UNILATERAL;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0246 ANTRO MAXILAR MAXILECTOMIA UNILATERAL, CON EXTERACION DE ORBITA Y/O RINOTOMIA LATERAL ACOMPA—;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0247 ANTRO MAXILAR MAXILECTOMIA UNILATERAL CON O SIN EXENTERACION ORBITAL Y/O RINOTOMIA LATERAL Y ;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0254 MANDIBULA MANDIBULECTOMIA PARCIAL;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0255 MANDIBULA MANDIBULECTOMIA DEL SEGMENTO;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0256 MANDIBULA HEMIMANDIBULECTOMIA SIN RECONSTRUCCION INMEDIATA;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0257 MANDIBULA HEMIMANDIBULECTOMIA CON RECONSTRUCCION INMEDIATA;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0258 MANDIBULA MANDIBULECTOMIA SUBTOTAL;PUNTOS;1.600,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0259 MANDIBULA HEMIMANDIBULECTOMIA CON DISECCION RADICAL DE CUELLO;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0260 CUELLO BIOPSIA PROFUNDA DE CUELLO;PUNTOS;400
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0261 CUELLO DISECCION RADICAL UNILATERAL DEL CUELLO;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0262 CUELLO DISECCION RADICAL UNILATERAL DEL CUELLO QUE ABARCA P0RCION SUPERIOR OPUESTA;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0263 CUELLO DISECCION UNILATERAL DE LA P0RCION SUPERIOR DEL CUELLO;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0264 CUELLO CORRECCION QUIRURGICA DE TROTICOLIS CONGENITA;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0265 CUELLO EXTIRPACION DE HIGROMA QUISTICO DEL CUELLO;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0266 HUESOS FACIALES Y MANDIBULAS EXTIRPACION DE TUMOR DE HUESO FACIAL QUE NO SEA MANDIBULA (SIMPL;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0267 HUESOS FACIALES Y MANDIBULAS (COMPLEJA);PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0268 HUESOS FACIALES Y MANDIBULAS EXTIRPACION DE TUMOR BENIGNO DE MANDIBULA SIMPLE;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0269 HUESOS FACIALES Y MANDIBULAS COMPLEJA;PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0270.1 HUESOS FACIALES Y MANDIBULAS ARTRECTOMIA  DE ATM BILATERAL;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0272 HUESOS FACIALES Y MANDIBULAS CORRECCION QUIRURGICA DE PROGNATISMO MANDIBULAR;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0273 FRACTURA DE LOS HUESOS FACIALES FRACTURA NASAL CERRADA CON REDUCCION MANUAL;PUNTOS;600
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0274 FRACTURA DE LOS HUESOS FACIALES FRACTURA NASAL CERRADA O ABIERTA CON REDUCCION NO COMPLICADA ;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0275 FRACTURA DE LOS HUESOS FACIALES FRACTURA NASAL CERRADA O ABIERTA QUE REQUIERE FIJACION ESQUEL;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0276 FRACTURA DE LOS HUESOS FACIALES FRACTURA NASAL ABIERTA O CERRADA CON FRACTURA SEPTAL CON REDU;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0277 FRACTURA DE LOS HUESOS FACIALES FRACTURA NASAL Y SEPTAL QUE REQUIERE RINOPLASTIA Y SEPTUMPLAS;PUNTOS;1.100,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0278 FRACTURA DE LOS HUESOS FACIALES REDUCCION DE FRACTURA MALAR SIMPLE CON GANCHO DE MALAR;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0279 FRACTURA DE LOS HUESOS FACIALES FRACTURA DEL AREA MALAR Y ZIGOMATICA QUE REQUIERE REDUCCION A;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0280 FRACTURA DE LOS HUESOS FACIALES FRACTURA MALAR Y DEL PISO ORBITAL QUE REQUIERE ACCESO ANTRAL ;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0281 FRACTURA DE LOS HUESOS FACIALES FRACTURA DE PISO ORBITARIO QUE REQUIERE ACCESO PERIORBITARIO ;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0282 FRACTURA DE LOS HUESOS FACIALES FRACTURA DEL PISO DE ORBITA QUE REQUIERE IMPLANTE AUTOLOGO;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0283 FRACTURA DE LOS HUESOS FACIALES FRACTURA MAXILAR CERRADA O ABIERTA QUE REQUIERE REDUCCION CER;PUNTOS;1.250,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0284 FRACTURA DE LOS HUESOS FACIALES FRACTURA DE MAXILAR QUE REQUIERE REDUCCION ABIERTA Y FIJACION;PUNTOS;1.250,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0285 FRACTURA DE LOS HUESOS FACIALES FRACTURA DE MAXILAR COMPLICADA QUE REQUIERE REDUCCION ABIERTA;PUNTOS;1.250,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0286 FRACTURA DE LOS HUESOS FACIALES FRACTURA DE MANDUBULA CERRADA O ABIERTA QUE REQUIERE INCRUENT;PUNTOS;1.250,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0287 FRACTURA DE LOS HUESOS FACIALES FRACTURA DE MANDIBULA QUE REQUIERE REDUCCION CRUENTA Y FIJACI;PUNTOS;1.250,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0288 FRACTURA DE LOS HUESOS FACIALES FRACTURA MULTIPLE QUE REQUIERE VARIOS ACCESOS Y SUTURA DE ALA;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0289 FRACTURA DE LOS HUESOS FACIALES COLOCACION DE FERULA DE ERICK PARA FIJACION INTERMAXILAR BAJO;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0290 FRACTURA DE LOS HUESOS FACIALES COLOCACION DE FERULA DE ERICK PARA FIJACION INTERMAXILAR BAJO;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0291 FRACTURA DE LOS HUESOS FACIALES COLOCACION DE FERULA DE ERICK PARA FIJACION INTERMAXILAR FRAC;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0292 FRACTURA DE LOS HUESOS FACIALES COLOCACION DE FERULA DE ERICK PARA FIJACION INTERMAXILAR FRAC;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0293 FRACTURA DE LOS HUESOS FACIALES COLOCACION DE FERULA DE ERICK PARA FIJACION INTERMAXILAR FRAC;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0295 EXTIRPACION UNILATERAL DE FIBROADENOMA BAJO ANESTESIA LOCAL;PUNTOS;600
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0296 EXTIRPACION UNILATERAL DE FIBROADENOMA BAJO ANESTESIA GENERAL;PUNTOS;800
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0297 EXTIRPACION BILATERAL DE FIBROADENOMAS BAJO ANESTESIA LOCAL;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0298  EXTIRPACION BILATERAL DE FIBROADENOMAS BAJO ANESTESIA GENERAL;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0299 MASTECTOMIA SUBCUTANEA UNILATERAL P0R GINECOMASTIA BAJO ANESTESIA LOCAL;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0300 MASTECTOMIA SUBCUTANEA UNILATERAL P0R GINECOMASTIA BAJO ANESTESIA GENERAL;PUNTOS;900
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0301 MASTECTOMIA SUBCUTANEA BILATERAL P0R GINECOMASTIA BAJO ANESTESIA LOCAL;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0302 MASTECTOMIA SUBCUTANEA BILATERAL P0R GINECOMASTIA BAJO ANESTESIA GENERAL;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0303 MASTECTOMIA SUBCUTANEA P0R MASTOPATIA FIBROQUISTICA UNILATERAL;PUNTOS;1.200,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0304 TRONCO MAMAS BILATERAL;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0305 MASTECTOMIA SUBCUTANEA CON IMPLANTE UNILATERAL NO INCLUYE EL COSTO DEL IMPLANTE;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0306 MASTECTOMIA SUBCUTANEA BILATERAL;PUNTOS;2.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0307 MAMOPLASTIA DE AUMENTO UNILATERAL;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0308 MAMOPLASTIA DE AUMENTO BILATERAL;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0309.1 TRONCO MAMAS MAMOPLASTIA DE REDUCCION P0R HIPERTROFIA MAMARIA BILATERAL;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0309 MAMOPLASTIA DE REDUCCION P0R HIPERTROFIA MAMARIA UNILATERAL;PUNTOS;1.550,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0310 MAMOPLASTIA DE REDUCCION P0R HIPERTROFIA MAMARIA BILATERAL;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0311 MAMOPLASTIA P0R PTOSIS MAMARIA UNILATERAL;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0312 MAMOPLASTIA P0R PTOSIS MAMARIA BILATERAL;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0313 LIPECTOMIA ABDOMINAL;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0314 LIPECTOMIA CADERAS Y GLUTEOS;PUNTOS;2.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0315.1 LIPECTOMIA PIERNAS Y BRAZOS BILATERAL;PUNTOS;2.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0315.2 LIPODISTROFIA DE PIERNAS;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0315 LIPECTOMIA PIERNAS Y BRAZOS;PUNTOS;2.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0316 DISECCIONES GANGLIONALES DISECCION RADICAL AXILAR;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0317 DISECCIONES GANGLIONALES DISECCION RADICAL INGUINAL;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0318 DISECCIONES GANGLIONALES DISECCION RADICAL DE CUELLO HOMOLATERAL;PUNTOS;1.500,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0319 DISECCIONES GANGLIONALES DISECCION RADICAL DE CUELLO BILATERAL;PUNTOS;2.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0320 LIPOSUCCION SUBMENTAL;PUNTOS;1.000,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0321 LIPOSUCCION DE ABDOMEN-TORAX;PUNTOS;1.800,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0322 LIPOSUCCION TROCANTEREA O DE GLUTEOS;PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0323 LIPOSUCCION DE PIERNAS O DE BRAZOS;PUNTOS;1.400,00
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0324 BIOPSIA MUSCULAR-OSEA MUSCULAR SUPERFICIAL;PUNTOS;600
CIRUGÕA PLASTICA Y RECONSTRUCTIVA;P0588 GENITALES REPARACION PLASTICA DEL PENE P0R HIP0SPADIA RECONSTRUCCION DE VAGINA;PUNTOS;4.000,00
